OCB Test Vectors.  Uses the 00010203...NN-1 pattern for nonce/plaintext/key.  The outputs
are of the form ciphertext,tag for a given NN.  The key for step N>1 is the tag of the previous
 30: ED8DB3940AFEC7F990736E58CBFFD703317E79022FE951B07717EED12653, AEBD2F849E019AE82162F8A2494C3715
 31: CD44A4CE400373FFCBEE37A79A650F73FF767F9D1EBB13F9AC7DF90A013667, 3DBEB69ADFBC8B0547A823237EF4FA68
 32: 1BFC4EF0E39A9624C74B72329F525296C75FE9B6371700F9430FAD11016FCE6F, 8C341B4333EEA104A2D813AF71E603E6

OCB-blowfish (8 byte key)
  0: , 07B7752047F9E0AE
  1: 72, DC5AEC862D059BF4
  2: AA44, 3C9F6D8E6A88B5BC
  3: D58CDC, 5305AE3B67CA99D7
  4: 40AAF438, 306EBBE817191E72
  5: 83C6195BBC, 03EFAF8AB3F3A797
  6: 4CA887041A55, 45685403FADBD62F
  7: AAEFC9AFC97E1B, 9658D436EBE2B562
  8: 298ADEC7EE78361E, B90F2F68A2512CCF
  9: 12D0BF9A2091678026, DA2AA0CEAA665CCE
 10: 6E6FBED771FC0F458878, FB74D5C5E3801106
 11: C7ED5B6E6306306E9492C7, 7B9EDE455D6FB117
 12: A2E9E854EC2F47E367285401, 4E8610D388D8590A
 13: 358787DE6F716BDBDD1ABF35C5, 026140FE56B18F40
 14: 927A4E1EAAD8F9A7A1976353840B, 3FFCB2659DCECCFA
 15: F02A0044174580B388CD92C92A640A, E4FAA7636675F470
 16: FAC9731332BDF622E4070F35DA928DFF, B0FDD13E2BFF9971

OCB-xtea (16 byte key)
  0: , 56722ECFE6ED1300
  1: 42, 1B8DC606F46D0C70
  2: 5AFE, C37DA08565D490AF
  3: 2210D8, C1F685A65A5D96C2
  4: 3760B566, A3820E4369714716
  5: DE9A8858D3, ED81EB4158EB9D32
  6: 4822F1279F1A, 152823C615E44F93
  7: B83B447A71F943, F9D4243069C2D675
  8: 968ABEA6B6C65A78, 012DED12CE8E6898
  9: B1A37D0FFB6A6FC8A2, F749AB7C40152D6E
 10: 4D48A2868E751C5CBE21, F8CB1C58475FAFA7
 11: 0C81558633A9130A6CC9AE, B5D2075CD13D9AFD
 12: C76717CB2F62C3AEC139906C, B9518A5031D84B19
 13: 11F7EA02488D7BB84209CDB03C, B4009DC8D6EF5C4F
 14: 4E621DDE6BD1B7944285A1CBD396, 95C178682BBB014F
 15: 98C771287305A8DD1F0EA001AB3FB0, DBBF192B778BB9AD
 16: 13AE423AB94556C3594C15F745BB6887, 4785C52B73DE0864

OCB-rc5 (8 byte key)
  0: , E7462C3C0C95A73E
  1: 7B, 4A2E2F035C687741
  2: 5D18, 67AFF1894807B8CD
  3: 2D22D8, 0C5FF43CA669E036
  4: 341397B9, 96B16C84B8507879
  5: 78DD453CE9, AE90A02A9A427B82
  6: 607F75BEB5AF, E11F4897573F6672
  7: 09A273F40C1F2E, 47038024E2F82A75
  8: 0519985EF3CE9A54, BA78310DB98100D4
  9: 66F8D6AF3B453E175A, 8E8A6032D7BA4D8E
 10: 8EA2CCD6592C9AA13B1F, 8E169657A578DA1D
 11: 6046093C8B4C5668182A86, 1E263CA9C35E06C0
 12: 7D41AAD34685C2E6A050B860, 96AE4FDBF038AAAB
 13: F5E6D3B7773BADDEAABA140123, 7FEE0722FCC229A1
 14: 44FA523DD21E9A57685B154113A3, 5F4F727124C9A45F
 15: 373B75BADE72A31B61D7FAAA2DFF1A, 526D5C55FBB13C70
 16: B245D9B51E69EFF0D0F33463886B22F0, 5A575D73F0E1DD6C

OCB-rc6 (16 byte key)
  0: , 27B9E3F544B8F567EEBF98ED5FD55C76
  1: 50, 19639C6FB84C516252045735CBFEB2B1
  2: F537, 645D0FC41CCD140DB055F7E0C63F58E8
  3: 2F980F, 317F9D3CD0DAB3C309D17432FD7A802E
  4: D868693F, E48D64588DFB9AE80C5F0B471A133B96
  5: C171238B7D, E9027C03EA694306AE9AF3AE4C4E418B
  6: 2BBB09C1C87D, 6491FB907923B31B3904DAF44E155DB8
  7: 344E1A1B4CF7AE, A13A7BDB91291914B33A814FF5D3FB3E
  8: F21AF3A1D17299FD, 367371D31EF18B597348AEC1F2415111
  9: CEBDDD6DC10BF92082, 8C9EB873E39EEC6D123DC69350178DDB
 10: 7932B646E83EB855C568, B147A3F6D63EBA4B79300B1BAFE72F6B
 11: 1100687B3E8BAAEA85A8C7, 6AA2C7009E9BCC19D51E18F472260C65
 12: 2C7BECF92891FC7B95FE6142, A83FE40AB2A5E176AC7835005E43CDD5
 13: 29467982D6361D53357F314332, 93EF8D80A786EAFF9F59CD3365AE62B7
 14: CDC2FB60BB5AAB6E6028032DD04F, 6FBD59FFAAF6DB2E0A0CC08AD16FD36A
 15: 8BA02FAB113254ED8EC51337605315, DB4C8651CA878CC6FAE2FDC361C1E2AA
 16: F36A825E7903BA24D8EF48E49DC2EE12, FF9BCF7D6904CF072FBAAE5EA7637DCB
 17: F22042261E247A450CCFDB90D54D42EF36, B3E2972C2B6EB9F80B9E9D5BF395B771
 18: B1F0C3216D75C7D5F5C6834F352FEBAE4E26, 5BDDDEB129C08A9D918238B74A436AE7
 19: 308F653B63C08990E34655FD0E556AD14ADBD2, 7132EF067DFEC0B16F2E4EE6FD7111DF
 20: 65CFEFB0F8258FA5F77AF744A97398CA768169C1, 18EA953A7C3A764DEA9A0A67A12FCA32
 21: DA01CBB6F33C91A50B49C6A6FEB95BDDEF0905F7F9, 8F29E4BA14C1707C32F3EAD642D6020F
 22: BC35EE861788C672AE10348080346442955D6AD9CA23, D11F8A6E94E663FBFAB79FC124781A2A
 23: 02B52941575D7EDE96D336EC26290EC32D2558CC1EB2EE, 84656D07A6502A48E99E760E911531BF
 24: 0CB126C57FD06737F728090D945D7A3154316BE109A26D82, 7B242FDC18DD934F9A3486CB5B242F1D
 25: D80B8743F79DAAAA6D531E90C72EEE91721B0DBF7D7C3A7BB8, ABDDED12108723E86D4B72E2E88DAF1F
 26: 7C94C0174515FC33D8E9265AC8288E8019F6975626F7FF92AAE0, 113140E6C100BF737B5BA7411B35E3C5
 27: 0B26D5C8F433E566096D7659ABDEE87183E3AF942859B1FA92CC86, 0BE6A8E265B619D83058C90B758D963E
 28: 61FBC6C671AC58DD515024C9E9ABB774DE2F013EAB00226F00E944B9, 0D095AB152C2FE6ACFF2527E89938A82
 29: 0D8116EB2BA5C1DA6EB9070B00F819C3CE817085AE3D8BE8028B9F28F0, AA0A1670057C9F7A291BDD45730AF3D1
 30: D40E8399579309A395093DD35889A558D8602D2A7C5C4CADC4E5C0195232, E534C6F04E12D2E6D97ACCFAD57C22E2
 31: 25037C853CFF6296747B5310F1959ED0628847D8996E10414B1979E340F43F, 8DFB20AFE1B20A702AAACE1C3B9A3E3F
 32: E1C2DA2341C0DF0515F11C7AA2EFC88BECEC0228BE220615A5A26F0D9CE164DC, 5AAC9903CB8E340D031688ACDF5D203B

OCB-safer+ (16 byte key)
  0: , 88618DEF98FE588E23107E9A5D89C26B
  1: 68, 78C82478DC13012FBC3F600C7A27A208
  2: 49E0, 6C2823D624ECAD05081E558DBA873883
  3: 0DACDA, D977DA0446DB3FE2E31EF6423C84D3D1
  4: 9C81B7EC, 96ED39E22316D48B0652851F3F2EF14C
  5: BCE204E7C7, 2F2A2556CF50BC372E8D5EB0B196E072
  6: 51D55B2149F9, 29E5DC8856E0ADD3FF50FD3611C336B5
  7: 92C82E4C3DCFE1, AD9091779ED4426389E4FD148CECBC36
  8: 6B7A7E80C71CFEC8, DE0EB38592298B6C98D79DBAF4388062
  9: 8578B7FF0338C7261A, 8F5B1C5055E789E0D062403099F5B736
 10: 31D3E598CF921C73AAD5, 0AC8BC98F0C0822FF677F1873BA246EF
 11: 350F10E54E34F1E132B51F, 2F22E4D9FE1E9D5B6FA2DB02CD2112D6
 12: A41B0CEEA3B156043A9B3289, 78B8DBBE1259DA24797A65A0A6F21813
 13: 97AA05B4EFDA98212538D90826, C49EB0F9110C6A8F64D68CA1AA05D317
 14: E7CC0F8CEB35EB63BB5CE067302B, 2318A68066C4692BB7DAD31269E80EB0
 15: 9530B10F9D82F2F01220E507C45DBF, F66FC64518F87E40141E273968644EA0
 16: 8FA4B27A1F279E426403D0A4960666F3, E297DDC3038C6754B09972C9A81FA346
 17: F2DA0B5E70287E504F1606AAE4A60DCD43, DBB1D3FCED2731757271C451FA89BAC2
 18: 9F39E37F53A7EB41B471CD9B09C89E2640E9, 5B7139A288009BF029D8BC11610BE58A
 19: E07FD02F121F0D497339A3F604CBCCE91AD43F, 7970D40B8C4A728A351F6055B87E451C
 20: 344D288DE671675A2539720EC6C36A7C75627F76, 8C14F47BBE0F60117FEC9B3055F122CB
 21: 4E8FAA2AC06045F7FCCC386E7BD258F6796256E901, 6C02374CCB50A0E50A39DBC648E70DFB
 22: 8FC9ED1351E05EA5E04799A518CF52F21CF689B18EB8, 97A2732C6149FC54C21E5AB8B69C2A94
 23: 9B0809249A4D0C8F095AD270FEF3DF72232FE807A92243, FA55F25502F7FEBDFB4638FF27AC7E0A
 24: 2B2E0239FC8C1A78011D73890A1169A117B7CC1E8B5B7B77, 02E373B8D36E675D47AD9BB0AC661BD9
 25: 28D5A76CE1064E266FCADE5CB7A908E29B60B19482B1C40B3C, 689E34472FE29EACBFBB9BB059DBC90D
 26: 6A1C1885DC27697AE22D8AAE9850A8752B4F9D75A7AFF65E4182, 28B6A0DADDB7783929D7C774820CA679
 27: 8A414CEBE09F7397D1C997645FA3AF71D19F5BD6227EA0CB47034B, 3C1441F1A4054A37C98DB6EA0268E417
 28: 7CEB9392C3E73183567D7876F86E5373B64F01A0D1C0AC0AA0A01413, DD9BA754BA874DDBC6FB531ED46D9CC0
 29: 59D7302D064F375940FA8C6D7ED4E4EB27025514576D4ED31037CFCD28, 4A7A7E25C56C0676F9471B0440856F86
 30: C738EAD06D011F8F6D39076C660A8BBCE69F470D747E8BAACAB6624E59F9, 474664ED7DC02BE63C7165860464188B
 31: AE8386752CD19641133432F27A923AC03E790D6324E7D951866B30B930ECFC, 017375CF18EC2AB24D19E10459977233
 32: DB277B162E172882DC35C0D13E8CDD2A51022F711A67491F9788F83C4953342F, F289BFE53BACA5D9818B118E5A236300

OCB-twofish (16 byte key)
  0: , 2CD8EF22E5457C7FE4016B0FB82FD204
  1: 5E, 3E38069A9B48C86A6D5B30230AA8FB5D
  2: 16C5, 88018710A0DE759BB40F63D01D3BFEC5
  3: 3BB919, 541D64B63CF6256A2B91641C4AD7881D
  4: 18BF1940, EEB4B67CC606C3BED042713A1C07E148
  5: B83ECCDD6A, 99AD31F23F10784CC315534AD7DC3227
  6: 2C6EB390D4CB, 239FD47E333C9E628F53A0AAFFABAB95
  7: 77A6F443656C96, 6669B100ED5816E5E7EBC6E6FFE9FD28
  8: 48ABD8C0E7880A3F, 2927A8138FF76C35644C1C260A470E61
  9: 58618862492B904056, ADA18B1602AB662B1DADA3D17AFDA16F
 10: 421666490D83177D6662, 31A434A1AF320564DAC4AB41CB95CCBE
 11: E6C856656011B22865BB56, 8308CBA4CA2DFB3BBF50B406AF9787B4
 12: C00BDBC3ED137D4DF4AE64A1, 3A6AAAD853FD891608E6E524CC71291D
 13: 51FC0197213EAE6C779B0D9591, 2E013655C557BF924C3377119D445A08
 14: EFFA38E05FDC7E40A0F73CF9EE75, A20C214FEF00C5B836816D91784EA349
 15: 5121A8E7DA2F34FCB27A211AC7B17F, FC16C8CC0F76AED1502E54E5578FA4FE
 16: C7B4BACC25D34E3235AF82EF4682BF71, 4A2D4172B5BE33532BDC16792840F807
 17: 67C6376AA0C00FBAB7ECAE408F20004842, ED2BE2756636BEEF1EE5DA5CF727E89D
 18: 8E2262CDDF6A2523565B6B63BB86311EBA9D, 6E36E1B6ED9E116581B155B5B3CD3A4E
 19: A683E2D02AAA473F66FE1B88278C83D1E934DA, 216A3EA8AA533F47F668D8A0D2D7C59B
 20: AF5E282860165A89CE43987CD12D54E09F24F930, AAA981071FD86D7FD3D5E1A9B7B0F54E
 21: 8CC3AEA5C625B1BD7B7982E0933340C7C6F697A7F3, 211BC13BBB33CA9D9C09FF71E6C6FF0E
 22: E7A0BD9580F60EE6FB96830BC03B9DB1C714A5FB1E3A, E80D8AE804A1FC572719C9891728EB0C
 23: 8957615AC77DB6D23C5156709A8426D5D947B3BF83F80D, 839A17904B6EF3367F41D86641179E64
 24: 89F7444059A006913EC23BC6FA07E2EDA6929F9425ED55B5, 94D3B35D083A99D7CAD703C730B7AC3F
 25: 166189030E95293421581FBC56598AC6ACF597FD07BCAB8BA7, B85DFECEB4953DCD16F1D294B77F5251
 26: 9D1CBB72E273243A031E061FD1B7B21283C43C607ECEB5F604A3, 37A1370BAE41F2E1A538904B623591F4
 27: D5C870356DA4B1A6B5B80958049A04F4B463453F5D54EDC3B90EFB, B1D6913246CCF26C063E282D7B9AECA2
 28: FFF152D69AE294A239FB875C038688F0C2025F6B924EA69ED633D974, 8DA6C7D7A7535D33E92776BD51CE7732
 29: B327AE2D692BDA7B4F0F46B8025B2D09EACA670F8E4B2D32CB538774C3, 721861B534B2C4DD83B9C3652BB78083
 30: FED1AEDC7737586AE88324ADDE9C8396AAD39C1A24773185F47F83A4C9F2, 5987D5FE9CD91AC15C434DECBBE96F49
 31: 3B8D6C999FA569F5BF275654ECDD27465420E4A4FD0B791B3082B6746E7494, 92CDADC59BAAB01CFEE801288F669BC6
 32: 57A44D012A7D8EC832121B9DD374990C2236A5B5CDE525A105309A5DAB860B04, 13B2461EFBBF3E37C594C10BE45EB3FF

OCB-safer-k64 (8 byte key)
  0: , 0EDD2A1AB692AA7A
  1: 20, D8E0A4AA7186D93B
  2: 3A72, D35ED39A0DE9BB7A
  3: 63E95A, 5DCC145AC083EBE1
  4: 66CCE936, 43DC4736618962EE
  5: 81E790856A, 67FE11BBAC7F0CF4
  6: 2FCC612AFA2D, D9A73706F6BF0562
  7: 8D65EC96919C6A, 9859A2C2F467F271
  8: B968DFF1928FFA70, D6379C99C09205E2
  9: 1D5AEB22616196731D, 91F6EB57D46B3F4E
 10: 8712826B41AF01B45F95, 7482C4B662B4D51F
 11: C3DC292B6D37DC8299F005, D66EDF92D14E89ED
 12: 41E72489BC2089E3632C50BB, 1D058C13D261FF52
 13: 257A6510FB990950D8CA3B6BB2, C7366DDB55647661
 14: 74C037F38910E25D746D3A41C422, 6A89AD8D5763B669
 15: 58610E575C2938BACF63E9612A5704, FC40C717D3962A95
 16: C23657B24E3497C7C3A53C8D99866586, 8092D335D30512A8

OCB-safer-sk64 (8 byte key)
  0: , 76F16BDCE55B3E23
  1: 6F, 9BB975FF089B072D
  2: D0DB, D469B44427B54009
  3: 9124AE, 29DEEE037ED01B57
  4: 3CB507B4, 3B2099163A662E8A
  5: 24916556E2, C645411E75A45A76
  6: 3861F27498B1, 27CD404E5CBE2530
  7: B9A4F0F215AD46, EC8ED0F8F5BFA762
  8: 35F39C5CF8FC195F, D2EF40AB639C6841
  9: EF387F42DFB145C157, 78A3687643B6A8BF
 10: 609B7AD698D6E75FC8A7, 19F2B4BA46C226A8
 11: 9EB389D840B5575A431015, D6D5CD12B0A8D58C
 12: 773D76C86FC6548E9C3F7106, C84DA314B3D2A265
 13: FA9F6A22A448EA8EBC4D5CA1D7, A1F9A8800DEE87F3
 14: 8588A29BDA0F754902F45177D98E, FAE4F6A46C282C58
 15: 3661A78146680EBD27E1B0A8411F6F, DBDA06B42AFE89E6
 16: A7817AFDD86A73DBD088D726950885BC, 39EE24F1DDB14EFE

OCB-safer-k128 (16 byte key)
  0: , 4919F68F6BC44ABC
  1: FE, 62E1BB4260A41E8B
  2: 29D3, 84F7E10309B5A9F6
  3: 82CAE3, 21AD21271DEECC38
  4: E8CFF492, 30A28F17566BD7B7
  5: 42D790100D, 2712BB75C619F235
  6: 1D7EF9DAD397, 29EA0096FE1B0F8E
  7: 2328AE9F5F8F23, 823FBB72027588FE
  8: F1EE17CE5D1D962A, 7E763B44190D412A
  9: 59995D24D2F343CAE5, D0442E8DA4B7A738
 10: 89470C900512352C0AAD, A1B8267CEAC51DE7
 11: FA01A56CF4043DC9016507, 3F04CA39354B7945
 12: 234CE53F33CC18BC1D87581B, 26045CD92EEB0B7C
 13: 09F0F817F0A1C34CC1882349D9, D6690B0CD95E3B81
 14: EE59B78A5EA7A7565519BD8394C5, BA02E6FBDAA3D9C0
 15: BBE92ED57326C0B8BD718A161F93A2, 6F92501366610B24
 16: E7FF3C9225C652EC6E89F4D514AB9529, FB797311AE38EEAC

OCB-safer-sk128 (16 byte key)
  0: , E523C6DBB3CA178D
  1: CD, AA12FD56D9ADDB4B
  2: 0CC4, 98012452ED510588
  3: 426651, 7FBDB6A5B8960251
  4: 9EEBE085, 0697D2EB8824BC84
  5: 346C825C29, 5BECAECCA943C6CB
  6: 12C8F7C7174F, D6F614EB7FF14058
  7: 06494CBE89E31E, 51A7F4E7D1B85EB8
  8: AB7DB8E035CD48D5, F18EDA93515A11D2
  9: 5F66C9179485A4C178, 77B2EABD6B9D32E9
 10: 44E2F4B20A7B5BC5321E, EB0D98A55F19267C
 11: 807F11C15D37266D9CAC24, A28A19BDF9967E04
 12: 403E55B8744B21CE9EF5F67C, 5E4F91E64F5034CA
 13: C38DB3813C26D0DCDB4B3A78EE, C4C9A3A3B057511B
 14: 67FFA142996CE550C513F59F8277, DA59DD302D5B0BC7
 15: A88F78F05F9AFF45F2625D1F450CB1, E4A32284D3D6EC35
 16: 2EC309FC14CA2483FA63A5EA28070833, 3689A7737D796A82

OCB-rc2 (8 byte key)
  0: , 1A073F25FF5690BE
  1: E4, 6EC51CC8940B5924
  2: 4468, 4C549CEC13F5744D
  3: D2CE47, 3B34AA5CACF700A0
  4: 4D98182B, 43851C4905037752
  5: 5784656E03, B1956D2F35E190D6
  6: 612EC3D4BBBA, 0DA8B476C515C20F
  7: 88CA9BED760036, FA5C4349AB03192F
  8: 61219479ECCDC295, 024AFAC39AF5DE41
  9: B2205D0B520ECD3C98, E8D7F09F54045A91
 10: C4B8820AAF0CAFC7F16B, 32AC2DA632FFA7C8
 11: 4EF4A33C630329020CA0B6, 00B94EC22CAA440F
 12: B26FFEC28419F7ED99B241FB, E484E08689C26430
 13: 588D22959AB8D1582049EE0486, EE7E0E38A42BCE31
 14: 86A1FD658FC2AC0E1ECE0D528AA7, CDEC84E55E0BE78C
 15: C00B073B48026E16562924BFC8EE5A, C65C71EBEA6016B6
 16: D4E298B1E610FEBAC020BA0D0507F0F1, 68B094F6F2C46BA5

OCB-des (8 byte key)
  0: , 8A65BD7DE54082AD
  1: 7E, 91C5CD7987CC46CC
  2: A275, B76B5A4ADB75D0B0
  3: AB0C5D, 2C463609C9933886
  4: C1ED86D4, E79AE10223890163
  5: C4D04AEDEB, 509A81814B7873A9
  6: E0FD095B644F, DE5139ADD9BE6250
  7: CDD1164659654B, B0536BB2817725FC
  8: 759F0E801E5AD992, 71EEB01DFFD9D946
  9: A1E8BCFC90324AA3F3, 5B61AE171ACD4721
 10: 3D0BE9B40B8B7933976E, 1D33B66102AE70BF
 11: 338F0213A7C843CC335E20, 215F1AF51474E391
 12: 9B05F57853F4319140533EBD, ED4425C38848550D
 13: 16CCD44B543C1B6939D9F7122C, 22B0577679223676
 14: 092E7CE7DFE6C7B07A672680AF81, 761C1C267F62CFC4
 15: ACE1AB7120D4092868143FC3E76179, 165DACD587304D1C
 16: 9D3764DCD797FDA981A440BFBFCB0F2C, 538254F6164119C4

OCB-3des (24 byte key)
  0: , 9CB7074F93CD37DD
  1: 90, DC4E7B29A434DAA3
  2: 3139, 09BF34C4F770ADC7
  3: 77161A, 9ACB27184F3BF196
  4: 1F7666B5, C6578EB1CCE25553
  5: 043240D354, 23D090F6DACE0B03
  6: BA84DE76B081, BEBC521446F286C4
  7: 3EF4272C6AF1BB, A99BD626436F2586
  8: ECE6A8B0C4EF8D63, B675ACED7D2B28FA
  9: D4FCF97B677A2CDC2B, BC6B8BC16BFBFB20
 10: DF899D92AD0FBB3CA443, 23D486A6B0DBD5D1
 11: 1A95F4AF984ECAD4CA52EF, 34DEF497F95BF424
 12: D32ADD65BA8604BFB0980BF6, 01C2758914C4D0DE
 13: 6D477BC51505C8FD9EDA926596, C5A338A6AF687597
 14: 37AE388D897D22789CB79B17E1F1, 75E7372DD653DF15
 15: F24F950FF2DD2054510E67EFCDC4DF, 705A27ECFAE74710
 16: 1D8AD09B1124EFF0817871754FE6ED40, 3D143151197C59B4

OCB-cast5 (8 byte key)
  0: , 77E8002236021687
  1: 98, 9D73A3403B345699
  2: BF24, 80A7E8123CF54C9D
  3: 93369E, 01A967A92245F16E
  4: 5D917EED, FFFB66F53851ABFD
  5: CA6E2BAEFB, 53596129002C9B7C
  6: A66DE171E377, 25BC0AD3B0AC21AF
  7: 04A05EADA80780, 7703120B8DF8B98A
  8: DD040CCEA55C8830, E4B8ECEAADC292A1
  9: FEEB112E469F4AB637, 92F0ABA0A554C9B6
 10: 5BE2019137752075F35D, 0DC52AED0F2C3894
 11: 75DEFFAF2C152E6745A97F, 7752A70A2D9D184C
 12: EF90E23366790D62DAE5BA66, 829A9C7684D03C5E
 13: 0A4689BD15E338056782F19B13, 5676FAE6E2745929
 14: 2534CCD55A471E5840447B6BAE6A, 33D1B4876EFD5FE0
 15: 6FC1B4FD3A202CB14D9ECCF88F0E55, 13D8EDBE1BE8F0A5
 16: E8BACB11E0864011D72B599025DA2FDF, FE7397323F7DF138

OCB-noekeon (16 byte key)
  0: , 72751E743D0B7A07EFB23444F1492DDC
  1: 65, 2BDF86A7C46460BDBB8252E176CB7105
  2: 9BAE, DB8AFF53F1AEF4FC5A9BF3E1A5DE9430
  3: 96C214, 25585611B7FE5EC176627DB0BADCBEA4
  4: B6046645, 32F5FF1347797760C872D92FB3E48085
  5: E5C89E89E7, 5B1868C4655FF6B28BEEDB0C8A37CBC6
  6: CB6CC16CBAA8, 8A7C7213989BE3D89D8EBE31024DDDE1
  7: D09EE74CF99850, 565DA08FB8F154FDBAB27E432324BF77
  8: F389A90F999147CC, 618535B5685A9F76012B99B0C6FDFAD5
  9: 32B110B50A8D6F67D9, 379DBCC0B20E3523935621A7C1506A28
 10: CAF759FE91C8794D8D93, 50EA638B83E1C85F210989495A8724CC
 11: 332B07DA0F942C8F22C1E7, 504DCD9521A42C77C05CE9ABF8FB4FA0
 12: D0C422738243A89E54B734A3, FD4FF9C337CF2785EBEC0C128482371B
 13: B899277B6557E5E685A5649E64, 868F039212C96E212E280A4DBA6555FE
 14: 15E617DAACB18D93428C3BA043B1, E072A199CFAA617CEA2A176B75682516
 15: 58B04DDD83045E773811BD6C371978, 6EEA2DCB6DECFC0B542DECAAD37024B3
 16: 8DE6C50DD08FD141E7FF20FE3262A340, 6F826FA2FCF34E4285975DE9FB0FC4D4
 17: A14711565B0CBA6C88370737F97F803F7E, D84950FCD2C72536711A1503348975A7
 18: 5AEE5927EF89D3A09CDA7CC7183EEB701471, FC8DB44F4D6188581A0567C3DF2C498D
 19: 12ECFBFF02C5A37DFE7772732659ADFD7DC349, 8ED7F4AB648339A174ADA3317BF82C64
 20: F57930534156A623A05FA3A30B4CE5339E8209A7, C78081E80D95BE642DC4F194C902AC3B
 21: FF92DF299ADF1EBD22CEAE3876B5DED0AE5EEE2F9B, C491571613AA18C9C4305A9595575EE1
 22: 2BBCC3079A01962F7B406662A20924C2AA5D65493FCE, 6AF63F2B8831F8CD41522D32A8BD1C1B
 23: 9F05A8AF6256ED46EED6BE3E5F9F5F13A3804AC0DFC110, E310472DB635D60B5BAD5F5B3E24E768
 24: DCD82591D67AEEDA00ECAC67E91BC62CF42FE69D6B9A427A, 9758F103B57D3AE6533F736F17C95D48
 25: B6388AD629A4A951F2CDE98C80A81C8C499ABFE073EE81FD6A, 70A8217A7652D8325EB717359C1D7830
 26: 51D9F3341368BE00BE709F6F009BA53F852CA27ADEF439CB5A59, 6772C710B9D6159F1B0F4BC2BD5DC1A4
 27: 4710196F162BFF2BD87945AE012CE9FFC7C6EB651C716DCFBB6706, A338043240EA22FB4B50A1D6BCA241FA
 28: 8120FAF7FC1FD6157519A296EC5513F2907ECB8792219CFBE0A3E17E, 45EA2ADF503BCDFD60EDFEA24168D539
 29: 34FFD8289321EBD9029158A2C217DC867436CF5346B3B940B3B9339C0A, 3A7C1C2F5CFADF3F4C601C005333826D
 30: 8E97C51214057F523B915BE5EE84D72979254577077FD6D9FDA63215668A, BB5E2FC288DE613716BA3F3A69F6D17A
